ProjectID,ProjectTitle,Abstract,fromUpdate900,Individual,Interpersonal,Organizational,Community,Policy,Not.Applicable,Flag,Description,haveSEM
20161255,Genomic diagnosis and individualized therapy of highly penetrant genetic diabetes,"Diabetes mellitus affects over 25 million individuals in the United States and is a leading cause of morbidity and mortality. At least 1% of diabetes (>250,000 individuals) results from high penetrant single gene defects, in HNF1A, GCK, and HNF4A and several other genes. Unfortunately, as a result of phenotypic overlap with more common forms of diabetes, lack of awareness and/or techniques for identifying them among health care providers, and the cost and labor historically involved in sequencing several genes as required to make a diagnosis, the vast majority of cases of highly penetrant and genetic diabetes are misdiagnosed as type 1 (T1DM) or type 2 diabetes (T2DM). Published evidence shows that diagnosing highly penetrant genetic forms of diabetes enables personalized treatment resulting in improved glucose control, better prediction of prognosis, and an enhanced familial risk assessment. To meet this need, we propose to implement and evaluate in four diverse health care settings our Personalized Diabetes Medicine Program (PDMP). The PDMP is currently based at the University of Maryland Center for Diabetes and Endocrinology and will be disseminated to UM Family Medicine and three partner centers: the Baltimore Veterans Administration Medical Center (BVAMC, with opportunities to disseminate nationally), Geisinger Medical Center (an integrated health system), and Bay West Endocrinology Associates (a community-based private practice group). We will also engage the community through advertisements and site visits to local primary care practices by our genetic counselor/diabetes educator team. The PDMP consists of a simple patient screening questionnaire, chart/electronic health record (EHR) review, an algorithm that utilizes questionnaire data, routine lab testing, and family history review to identify patients most likely to have highly penetrant genetic diabetes; customized multiplex gene panel sequencing of eligible patients followed by confirmation of diabetes-causal mutations in our CLIA-approved Translational Genomics Laboratory; incorporation of mutations and decision support in the EHR; genetic counseling; implementing a mutation-based treatment strategy; and family screening. Deliverables include EHR-based implementation tools, the sequencing panel and contribution of genotype/phenotype data regarding diabetes-causal variants and variants of unknown clinical significance to ClinVar and other similar public resources. We will track implementation metrics of the PDMP and conduct an impact evaluation, including evaluation of clinical outcomes as measured by changes in glycemic control in patients diagnosed with a genetic form of diabetes. Finally, we will engage a Payer Advisory Panel in the development of the impact evaluation process to enhance our ability to collect meaningful evidence to inform clinical practice recommendations and guide insurance coverage decisions as a first step to enabling diagnosis of inherited forms of diabetes across the United States and, more broadly, genomic diagnosis and treatment of highly penetrant genetic forms of other common diseases.",1,1,1,,,,,,"EHR algorithm use, family screening, and individual questionnaire for high penetrant single gene effects",1
20143324,Jump starting shared medical appointments for diabetes with weight management,"Background: SMAs involve groups of patients who share a common chronic condition and meet over time to receive education, self-management enhancement, and medication management to improve clinical outcomes. A systematic review by VA found that SMAs modestly improve glycemia in patients with diabetes. Although these SMA programs sometimes included diet and physical activity counseling, weight management was not a primary goal, and weight typically was not reduced. Instead, medication intensification was the primary strategy for improving glycemia, and this strategy can lead to weight gain. For overweight patients with diabetes, weight loss is first-line therapy because it can improve glycemic control and because excess weight leads to poorer outcomes. Moreover, many antiglycemic medications cause weight gain and hypoglycemic events, which may counteract the potential macrovascular benefits of glycemic control. Dietary interventions, however, can lower weight and improve glycemic control while reducing antiglycemic medication needs and, therefore, subsequent risk for hypoglycemic episodes. In our prior research, we induced weight loss and improved glycemic control while decreasing antiglycemic medications. A combination of an intensive weight management program with the diabetes management offered in SMAs has potential to further improve diabetes outcomes, reduce complications, decrease costs, and increase health-related quality of life. Such a combined intervention is ideal for patients with diabetes because of their unique dietary considerations, and their need for careful glycemic and medication management during weight loss. Objectives: We will examine whether an intensive, group-based weight management program followed by an SMA intervention (WM/SMA arm) is comparably effective (non-inferior) to the SMA intervention alone for improving glycemic control while using less antiglycemic medication and resulting in fewer hypoglycemic events and lower health care costs. Methods: A total of 263 overweight VA outpatients with uncontrolled (hemoglobin A1c > = 8.0%) type 2 diabetes participated in this RCT. Similar to prior SMAs, the SMA visits occurred every 4 weeks for 16 weeks and then every 8 weeks for 32 weeks for a total of 9 visits. Sessions were led by a physician and trained interventionists, and included educational topics related to diabetes management (including diet and physical activity), self-management training, and medication adjustment. Similar to our prior weight management trials, the WM/SMA group met every 2 weeks for 16 weeks and then every 8 weeks for 32 weeks, for a total of 13 visits. The weight management program focused on a low carbohydrate dietary pattern because of its potential to lower glycemia, leading to reduced antiglycemic medication needs. After 16 weeks, meeting content shifted to the SMA intervention content but weight management continued to be addressed at the meetings. The primary outcome was glycemic control assessed by hemoglobin A1c measured at baseline and at 16, 32, and 48 weeks. Secondary outcomes included hypoglycemic events, changes in the antiglycemic medication regimen as assessed by a summary score, and weight and health care costs. Diabetes-specific health-related quality of life and medication adherence were also examined. Findings: Initial findings were that both the WM/SMA and SMA interventions improved participants' HbA1c. The WM/SMA intervention had a greater initial improvement in HbA1c at weeks 16 and 32 but was not significantly different from SMA at the final outcome visit at week 48. Diabetes quality of life improved more in the WM/WMA intervention initially but was not significantly different than SMA at the final outcome visit. WM/SMA participants had lower diabetes medication utilization (using a medication effect score) and greater weight loss than SMA participants at week 16 that was maintained at week 48. Limitations of the study are that WM/SMA intervention had more frequent visits in the first 16 weeks compared to SMA intervention, study physicians who performed medication adjustments were not blinded to treatment arm, and the medication effect score presumes a linear relationship between dosage and HbA1c. Impact: We tested a novel intervention that combined intensive weight and diabetes management using the SMA platform. This research addresses an important mission to VA because diabetes is more prevalent in veterans than in the general population, and because weight management is more challenging and complex in patients with diabetes. This study has the potential to enhance diabetes management strategies and benefit veterans with diabetes by delivering effective disease and weight management in a novel, economical, and efficient clinical system design. The study demonstrated that shared medical appointments incorporating intensive weight management led to substantial initial improvements in important diabetes outcomes. Maintaining intensity of WM/SMA intervention over time may increase durability of outcomes.",1,,1,,,,,,group based weight management program,1
20143397,A patient-centered strategy for improving diabetes prevention in urban American Indians,"Background: Type 2 diabetes affects over 25 million adults in the US. Low socioeconomic status and racial/ethnic minority populations, such as urban American Indian and Alaska Native peoples (AIAN), are disproportionately represented among Americans with diabetes and those at risk for diabetes. The prevalence of diabetes is more than twice as high among AIANs compared to whites (18% vs. 8%). The landmark Diabetes Prevention Program (DPP) demonstrated that lifestyle interventions are more effective for reducing the incidence of diabetes compared to medication and placebo. However, there is a lack of evidence on the effectiveness of primary care-based translations of the DPP targeting patient-centered outcomes among minority populations who are at high risk of diabetes. Significant and prevalent psychosocial issues, such as stress, grief, and mental health conditions, among minority groups like urban AIAN may facilitate the progression from obesity to diabetes and hinder successful implementation of evidence-based lifestyle interventions. Effective patient-centered strategies to prevent diabetes among urban AIANs are urgently needed to eliminate health disparities in the US. Strategies developed for urban AIANs can be readily tailored for other low-income and racial/ethnic minority populations. Objectives: We aim to (1) engage patient and provider stakeholders to better understand the patient-centered perspective on psychosocial issues that influence progression to diabetes among urban AIANs; 2) strengthen, refine, and test an enhanced DPP that incorporates psychosocial support for urban AIANs in a randomized controlled trial; and 3) disseminate research findings to key stakeholders at the local, state, and national level. Methods: An ongoing strong collaboration between Stanford University Program on Prevention Outcomes and Practices and the Indian Health Center of Santa Clara Valley will guide all phases of the research project. The local American Indian Community Action Board will provide sincere patient involvement in all phases of the proposed research. We hypothesize that addressing psychosocial barriers within a culturally tailored DPP will result in superior patient-centered and clinical outcomes as compared to a standard DPP. We will test an enhanced DPP that addresses psychosocial barriers, comparing it to the standard DPP using a randomized clinical trial design (n=204). Obese (body mass index>30) self-identified urban AIANs with one or more non-weight related component of the metabolic syndrome will be randomized to the standard or enhanced DPP. Dual primary outcomes will include BMI (clinical) and quality of life (patient-oriented). Patient outcomes (projected): Diabetes and its prevention are of critical importance to the American Indian community. This project will provide evidence to urban AIANs and their providers on programs to interrupt the dysmetabolism pathway according to outcomes important to patients and providers.",1,1,1,,,,,,psychosocial influences on diabetes among AIAN,1
20152638,"Randomized controlled trial (RCT) on comanagement of obesity, depression, and elevated cardiovascular disease (CVD) risk in primary care","Patients with coexisting obesity and depression and common cardiometabolic risk factors are a critical target group for primary prevention because of their increasing prevalence and increased, but potentially reversible, lifetime risk for diabetes mellitus (DM) and cardiovascular disease. But little is known about how to treat them in concert in ways that are evidence-based and practical in primary care settings. The proposed study will test, for the first time, a clinical intervention that uniquely integrates the Group Lifestyle Balance (GLB) program for weight loss, which is a ""real-world"" translated model of the Diabetes Prevention Program lifestyle intervention, with the PEARLS collaborative stepped-care program for depression, which uses problem-solving therapy (PST) as first-line with as-needed intensification through stepwise increases in doses and number of antidepressant medications. Obese, depressed adults with coexisting metabolic syndrome, pre-DM, and/or history of gestational DM will be the target patient population. Eligible and consenting primary care patients (n=404) from a large, community-based, multispecialty group practice will be randomized to receive the combined treatment or usual care for 12 months. Trained health coaches, working under co-located psychiatric and medical supervision, will provide eight one-on-one PST sessions over 5 months followed by 6 monthly calls. At the fourth one-on-one session, the coach will introduce the take-home GLB DVD, which has 12 weekly sessions and is supplemented by ongoing Web-, mobile-, and email-mediated coach support for weight loss and behavior change. Following a stepped-care protocol, the supervising psychiatrist will recommend initiating or adjusting anti-depressant medications to primary providers of patients with unremitting symptoms, and if necessary, provide phone consultations to patients. Follow-up assessments will occur at 6, 12, 18, and 24 months. The primary aim is to determine the effectiveness of the intervention (""E"" in the RE-AIM model). We hypothesize (1) that compared with controls, intervention participants will have better co-primary endpoints, i.e., lower mean BMI and score on the 20-item Depression Symptom Checklist at 12 months (end of treatment); (2) that these incremental intervention benefits will persist through 24 months (end of follow-up); and (3) that the intervention will show cost-effectiveness within 2 years and over a projected longer term, based on the ratio of incremental costs (estimated from health system and societal perspectives) to incremental benefits (expressed as quality-adjusted life years gained). The secondary aim is to conduct process evaluation with mixed methods for the other RE-AIM attributes: Reach (e.g., participation rate of the target population), Adoption (e.g., characteristics of participating clinics and providers), Implementation (e.g., fidelity of intervention delivery), and Maintenance (e.g., stakeholders' perceptions of intervention sustainability). We will also explore effect modifiers and mediators to enable intervention refinement for maximum impact. The proposed integrated multicondition approach to treating obesity and depression and cardiometabolic risk factors in primary care is novel and likely scalable, with high public health impact potential.",1,,1,,,,,,group lifestyle balance  ,1
20152668,SPREAD-NET: PRactices Enabling Adapting and Disseminating in the Safety NET,"The nation's ""safety net"" community health centers (CHCs) could benefit greatly from implementing interventions shown to be effective at improving health care processes and outcomes in other settings. However, a lack of knowledge about the most effective strategies for supporting implementation of evidence-based interventions in CHCs presents a major barrier to the timely dissemination of clinical innovations. Our long-term goal is to learn how best to disseminate evidence-based interventions into CHCs nationwide. Working towards that goal, we propose to compare the effectiveness of different ""support strategies"" at helping diverse CHCs sustainably implement an intervention shown to reduce patients' cardiovascular disease (CVD) event risk. Kaiser Permanente developed and implemented the ""ALL Initiative"" (a.k.a. ""ALL""), a clinic-level intervention designed to increase rates of adult patients with diabetes mellitus (DM) or CVD who are prescribed cardio-protective medications (statins and ACE inhibitors) according to evidence-based guidelines. After ALL was shown to be highly effective in Kaiser Permanente's integrated care setting, our team demonstrated the feasibility of adapting it for successful implementation in 11 CHCs, with the help of substantial implementation support. The next step in this body of research is to identify the amount and type of support needed to effectively implement and sustain this intervention in a greater number of CHCs. To that end, we will conduct a trial in which 30 CHCs are cluster-randomized to receive low-, medium-, or high-intensity support in implementing ALL. We will conduct this work with CHC members of OCHIN, a community health information technology network that hosts one of the nation's largest CHC electronic health record (EHR) platforms; study CHCs share a single, linked EHR. Guided by the Practice Change Model and RE-AIM framework, we will use mixed methods to (aim 1) compare how effectively the low-, medium-, and high-intensity strategies support the CHCs' implementation of ALL, and assess change in rates of clinic patients with (i) guideline-appropriate cardioprotective prescriptions, and (ii) controlled blood pressure and low-density lipoprotein, as associated with implementation supported by the different strategies; (aim 2) assess the strategies' effectiveness at supporting intervention sustainability over three years; and (aim 3) identify clinic characteristics associated with success at different levels of support. Our team includes CHC clinicians, and experts in dissemination and implementation (D&I), health economics, and health services research mixed methods. Our study is designed to inform future implementation of ALL as well as other interventions known to improve outcomes among CHC patients with DM /CVD. Our results could also have high impact on dissemination and implementation (D&I) science, by comparing practical, generalizable methods for supporting the implementation of clinical innovations in CHCs and other ambulatory settings.",1,,,1,,,,,evaluation of implementation strategies,1
20152788,Developing customized primary care to improve mental health in multimorbidity,"Mental health outcomes among depressed or anxious primary care patients with multimorbidity (two or more chronic medical problems) have been compromised by poor communication about patients' preoccupations with finances, safety, mobility, and other everyday concerns related to chronic disease. Patients are not empowered to articulate these concerns and time constraints make it difficult for primary care physicians (PCPs) to elicit them. Capitalizing on recent developments in decision technology and conjoint analysis, we propose to test the feasibility and impact of a novel intervention that has two components: a computer-based discussion prioritization tool (DPT) and a customized question prompt list (QPL). The DPT helps patients identify their most pressing concerns. The QPL will be generated after patients use the DPT, and consists of tailored question prompts designed to help patients express their concerns. This proposed project will be implemented in two phases. Phase 1 will establish the usability of the DPT and QPL and the feasibility of having patients and PCPs use the DPT and QPL in a primary care setting. In phase 2, participants (e40 years of age) with a diagnosis of two or more chronic medical conditions (type 2 diabetes, cardiovascular disease, chronic obstructive pulmonary disease, asthma, and osteoarthritis) who screen positive for either depression or anxiety will be recruited from two primary care clinics and randomized to customized care vs. an active control. We expect that the intervention will improve patient-PCP communication, improve the therapeutic alliance between the patient and the PCP, and improve mental health outcomes. This work will lay the groundwork for a larger randomized controlled trial to test the effects of the customized care intervention with repeated exposures over time.",1,,,1,,,,,clinic based tool to evaluate patient concerns and preferencs,1
20153433,Mentoring in the context of improving care for Latinos with diabetes,"The exponential growth of the U.S. born and immigrant Latino population over the last two decades in the United States, coupled with the national increase in obesity, has led to an enormous increase in the number of Latino patients with diabetes. Effective care of these patients is often complicated by language barriers, low health literacy, and low patient engagement which all contribute to well-documented disparities in diabetes outcomes. This proposal outlines a five-year career development plan for the candidate to expand her mentoring work with early career researchers focused on clinical and health services research dedicated to improving diabetes outcomes among low-income Latino patients. In addition to mentoring plans, the proposal outlines three specific aims to a) identify patient perceptions of barriers and facilitators to accessing language assistance services in diabetes care, b) explore barriers and facilitators to the establishment of healthy infant feeding habits among low-income Latina women with gestational diabetes mellitus (GDM) in the context of an automated telephone self-management intervention, and c) develop and formatively evaluate a social marketing campaign aimed at encouraging Latino parents with diabetes to decrease sugar-sweetened beverage consumption in their children aged 3-11. Through the efficient leveraging of existing resources, collaborations, data, and affiliations with NIH-funded networks, the overarching goal of this application is to promote the effective mentorship of early career investigators at all levels of the research training pipeline in Latino diabetes clinical and translational research.",1,,,,1,,,,social marketing to decrease SSB consumption,1
20153498,Measuring multimorbidity with individualized disease-specific quality of life (QOL) impact scales,"It is well documented that multimorbidity, or multiple chronic conditions (MCC), impairs patients' functioning and health-related quality of life (QOL). However, our ability to study the impact of and account for multimorbidity is hampered by methodological problems underlying its conceptualization and measurement. These include lack of a uniform definition, proliferation of diverse multimorbidity indexes, widespread reliance on indexes using population weights that were not developed to explain variations in patients' QOL, and a paucity of indexes that take individual assessments of disease burden into account. The goal of this project is to improve the assessment of MCC impact for the purposes of analyzing and interpreting generic patient-reported outcome (PRO) measures of QOL. We will conduct secondary analyses of cross-sectional and longitudinal data collected in 2011 and 2012 for 10,624 adults from two independent samples (one sampled to represent the U.S. general population and a second cohort oversampled from adults pre-identified with arthritis, cardiovascular disease, chronic kidney disease, diabetes, or respiratory disease), pursuant to the NIA-sponsored Computerized Adaptive Assessment of Disease Impact (DICAT) grant (R44 AG025589, Ware, PI). For 36 conditions, DICAT developed standardized disease-specific scales measuring the QOL impact attributed to each condition. These condition-specific QOL impact scores have been evaluated on a disease-by-disease basis but have not been evaluated collectively to determine how well they measure multimorbidity and its impact. We propose to extend this work to better understand the ability of patients to make valid QOL attributions to individual conditions in the context of MCC. We will also determine the importance of differences in alternative approaches to aggregating condition-specific patient QOL impact ratings in the presence of MCC, specifically for purposes of analyzing and interpreting generic PROs. The project has the following specific aims: (1) explore the extent to which patients with MCC can make valid attributions to specific conditions when reporting disease impact on QOL, (2) systematically evaluate different MCC aggregation methods used to predict generic PRO outcomes, and (3) cross-validate methods and results with independent data. Additional research will likely be required to fully implement the methodological advances proven to be useful in this research. However, the approach to conceptualizing and measuring MCC impact evaluated in this project ultimately may enable the use of standardized PRO-based MCC impact measures to better estimate and interpret differences in patient case-mix and PRO outcomes in comparative effectiveness research.",1,,,,,,1,,improve identification of multimobidity,1
20143062,Informing consumer health IT design: how patients use social networking sites,"The broad, long-term objective of this work is to improve the quality of health care by creating consumer health IT that is aligned with the needs and preferences of diverse patient subpopulations. Many forms of consumer health IT are being developed to support patients in the tasks of health management as health care moves from institutional to home- and community-based settings. However, the design of health IT is rarely grounded in an in-depth assessment of users' needs and preferences, resulting in solutions that are not responsive to the ways in which patients approach health management. The objective of this study, therefore, is to develop patient-centered design guidance for consumer health IT that supports one health management task: health information communication with members of patients' social networks (e.g., family members, friends, online acquaintances) based on an understanding of patients' existing use of a popular online social networking site, Facebook, for health communication. This objective will be accomplished through two specific aims: 1) to generate general design guidance for consumer health IT based on an explication of the ways in which type 2 diabetes patients engaged with Facebook leverage this technology to support health information communication with members of the social network; and 2) to generate design guidance for unique segments of the user population based on an understanding of how type 2 diabetes patients engaged with Facebook cluster into different patterns or styles of health information communication with members of the social network. This mixed-methods study will be grounded in macroergonomic theory and will consist of three phases. In phase one, qualitative methods will be used to gain a rich understanding of the ways in which patients use Facebook for health information communication with members of the social network. In phase two, the findings from this qualitative exploration will be used to create and pilot a structured questionnaire. In phase three, a large-scale survey of type 2 diabetes patients engaged with Facebook will be used to assess the overall prevalence of specific health information communication practices through descriptive statistics and to define particular segments of the patient population based upon these practices through cluster analysis. The qualitative and quantitative components of the study will be synthesized and translated into general and segment-specific design guidance for consumer health IT. Throughout all study phases, the purposeful sampling strategies employed will help ensure that the study population is inclusive of both genders and the five racial and two ethnic groups of primary interest to AHRQ. Thus, the proposed study will accelerate the development of health IT that effectively supports patient-centered care across diverse patient subgroups. This work will serve as a foundation for our future research efforts, which will 1) assess the feasibility and value of integrating this form of design guidance into the design process; and 2) assess the impact of consumer health IT grounded in this design guidance on outcomes such as use, usefulness, usability, satisfaction, and, ultimately, health outcomes.",1,,1,,,,,,how health IT can be shared with social networks,1
20143203,Are diabetes risk and preventive behaviors shared in households?,"Diabetes is a complex, multi-factorial condition, affecting 26 million people in the United States and an additional 79 million people are at high risk of developing diabetes. However, 90% of people at high risk of diabetes don't know about their risk and very few are given guidance by their health care providers about improving their diets, engaging in physical activity, and lowering weight to reduce their risk of getting diabetes. We also know very little about how much these behavior choices are influenced by one's social connections, particularly partners or spouses that live in the same household, share resources, and have the same values and access to similar information. For example, emergence of diseases like cancers or diabetes can heighten family members' concerns of also developing disease, and stimulate them to engage in preventive behaviors. We aim to investigate these social ""spillover"" effects on preventive behaviors and diabetes risk within households by analyzing longitudinal data from 2005 to 2014 from a large, diverse insured population. Kaiser Permanente Northern California has a longitudinal and multi-ethnic database of 3.3 million members and offers a rich opportunity to link biometric, laboratory, and health service utilization data for primary plan members and their linked dependents. We will study whether a new diabetes diagnosis in the household prompts partners or spouses to change their lifestyle behaviors; whether this adoption of preventive behaviors is different across demographic or socioeconomic groups; and whether these behaviors are maintained 3-6 years after the diagnosis. We will also study whether adult family members that are on the same health insurance plan and live in the same household of someone that was newly diagnosed with diabetes in this time have a high risk of getting diabetes themselves. And lastly, we will study whether the lifestyle behavior changes adopted are associated with reduced risk of diabetes in the family member. The findings from this study may lead to new ways of identifying people at high risk of diabetes--for example, doctors notifying people with new diabetes diagnoses to encourage their household members to get checked too. In addition, it may also lead to new studies to help whole families change and maintain their lifestyle behaviors together. Our proposal aims to use a unique and underutilized set of databases to answer these topical and innovative questions. Utilizing the combined and interdisciplinary expertise of our Emory University and KPNC study team, we will use advanced statistical and quasi-experimental methods to analyze the data, controlling for measurable biases and using sensitivity analyses to explore factors that cannot be accounted for. This study is novel in concept, efficient in design, and findings will have important implications for screening recommendations, for advising people with a new diagnosis of diabetes, and for exploring avenues to stimulate sustainable healthful behaviors through families.",1,,1,,,,,,social spillover effects,1
20143286,Personal health record-facilitated diabetes self-management among rural veterans,"Background: Veterans bear a disproportionate burden of diagnosed diabetes at a 24% prevalence compared to 8.3% nationally. Patient-level factors account for >95% of patient care and health management. Poor patient knowledge/information and participation are two key factors responsible for the most prevalent disparities in the VA health care system for which patient activation and adherence interventions may help to reduce disparities in care, but patients have a low rate of engagement in self-care behaviors. Health care systems have established personal health records (PHRs), such as My HealtheVet (MHV), that enable patients to access their own health records, obtain health information, and communicate with providers about their disease conditions. This study proposes to activate patients and improve patient diabetes-related behaviors through development of an adapted brief MHV-driven patient activation and self-care intervention that enhances diabetes self-management (DSM) skills (e.g., physical activity, diet, medication adherence, and self-monitoring) in high-risk, rural veterans. Objectives: The objectives of this study are to a) adapt a brief My HealtheVet (MHV) intervention to enhance its appropriateness for veterans with diabetes and increase patient activation and DSM skills; b) test feasibility and preliminary effectiveness of the adapted brief MHV intervention on DSM skills in rural veterans; and c) evaluate veterans' experience with the adapted brief MHV intervention and identify perceived barriers, facilitators, and enablers of its use, and assess the potential for wider dissemination. Methods: To achieve these objectives, we will develop an adapted brief MHV intervention that targets DSM skills. Training for features of My HealtheVet (setting goals, entering/tracking data, researching health-related information, secure messaging) will first be developed. We will obtain a nonrandomized sample of at least 20 rural veterans, age 45+ years, with diabetes and either hypertension or hyperlipidemia from community-based outpatient clinics in the Charleston VA catchment area. The intervention will involve an initial in-person session with the rest of the intervention sessions delivered remotely. In addition, weekly reminders (or booster messages) will be sent to each participant through the MHV secure messaging. All participants will undergo assessments at baseline and at 6 weeks follow-up. For those who agree, semi-structured telephone interviews will be conducted with study participants to evaluate veterans' experience with learning and navigating MHV through the intervention and to assess feasibility, ease of use, and refinement for potential dissemination to a broader audience. The primary outcome (frequency of and satisfaction with MHV use) and secondary outcomes (change in DSM skills and clinical indicators) will be assessed in all participants at 6 weeks follow-up. The primary analysis will involve mixed-effects models. Findings: N/A. Impact: The proposed project offers a potential solution to strengthening veterans' self-management of chronic disease conditions through intervention of an easily accessible self-management tool, the VA's PHR--My HealtheVet--that fosters the knowledge and skill-building aspects of diabetes self-management. The proposed approach creates flexible and accessible strategies for increasing knowledge, developing self-monitoring skills, building self-efficacy, and enhancing patient empowerment. Thus, active orientation to the use of MHV as a skill-building tool will foster adoption of proper self-monitoring behaviors. The proposed project serves to yield a more patient-oriented process in access to and quality of care, and disease management. Furthermore, this project will provide early evidence to increase adoption and use of MHV in disadvantaged veteran groups.",1,1,,,,,,,helping veterans use EHR/patient portal more effectively,1
